Year,Date,Setlist
1971,12/02/71,bertha:playin' in the band:mr. charlie:sugaree:beat it on down the line:black peter:next time you see me:jack straw:tennessee jed:mexicali blues:smokestack lightning:big railroad blues:casey jones:one more saturday night:sugar magnolia:deal:el paso:brokedown palace:uncle john's band:not fade away:turn on your love light:goin' down the road feeling bad:not fade away:johnny b. goode:
1971,12/04/71,truckin':sugaree:mr. charlie:beat it on down the line:tennessee jed:jack straw:run rudolph run:you win again:smokestack lightning:ramble on rose:cryptical envelopment:drums:the other one:mexicali blues:comes a time:el paso:
1971,12/05/71,bertha:beat it on down the line:big boss man:brown-eyed women:muddy water:jack straw:mr. charlie:tennessee jed:el paso:deal:playin' in the band:next time you see me:comes a time:casey jones:one more saturday night:truckin':ramble on rose:it hurts me too:sugaree:sugar magnolia:dark star jam:me and my uncle:dark star jam:sitting on top of the world:me and bobby mcgee:big railroad blues:mexicali blues:you win again:not fade away:goin' down the road feeling bad:not fade away:johnny b. goode:
1971,12/06/71,truckin':loser:mr. charlie:jack straw:china cat sunflower:i know you rider:run rudolph run:el paso:tennessee jed:mexicali blues:black peter:next time you see me:casey jones:big railroad blues:me and my uncle:ramble on rose:playin' in the band:cryptical envelopment:drums:the other one:me and bobby mcgee:jam:the other one:jam:wharf rat:one more saturday night:uncle john's band:
1971,12/07/71,cold rain and snow:bring it on down the line:mr. charlie:sugaree:jack straw:next time you see me:tennessee jed:el paso:brokedown palace:run rudolph run:you win again:cumberland blues:casey jones:ramble on rose:big boss man:mexicali blues:brown-eyed women:me & my uncle :smokestack lightning:deal:truckin':not fade away:goin' down the road feeling bad:not fade away:one more saturday night:
1971,12/10/71,bertha:me and my uncle:mr. charlie:loser:beat it on down the line:sugaree:jack straw:next time you see me:el paso:tennessee jed:big railroad blues:casey jones:good lovin':brokedown palace:playin' in the band:run rudolph run:deal:sugar magnolia:comes a time:truckin':drums:the other one:sitting on top of the world:the other one:not fade away:china cat sunflower jam:goin' down the road feeling bad:not fade away:one more saturday night:
1971,12/14/71,truckin':sugaree:mr. charlie:beat it on down the line:loser:jack straw:next time you see me:tennessee jed:el paso:big railroad blues:me and my uncle:run rudolph run:black peter:playin' in the band:casey jones:ramble on rose:mexicali blues:big boss man:cryptical envelopment:drums:the other one:me and my uncle jam:the other one:wharf rat:sugar magnolia:you win again:not fade away:goin' down the road feeling bad:not fade away:
1971,12/15/71,bertha:me and bobby mcgee:mr. charlie:china cat sunflower:i know you rider:beat it on down the line:it hurts me too:cumberland blues:jack straw:you win again:run rudolph run:playin' in the band:brown-eyed women:mexicali blues:big railroad blues:brokedown palace:el paso:casey jones:
1971,12/31/71,dancin' in the streets:mr. charlie:brown-eyed women:beat it on down the line:you win again:jack straw:sugaree:el paso:chinatown shuffle:tennessee jed:mexicali blues:china cat sunflower:i know you rider:next time you see me:playin' in the band:loser:one more saturday night:truckin':drums:the other one:me and my uncle:the other one:jam:black peter:big river:the same thing:ramble on rose:sugar magnolia:not fade away:goin' down the road feeling bad:not fade away:casey jones:
1972,01/02/72,truckin':sugaree:mr. charlie:beat it on down the line:loser:jack straw:chinatown shuffle:your love at home:tennessee jed:el paso:you win again:big railroad blues:mexicali blues:playin' in the band:next time you see me:brown-eyed women:casey jones:good lovin':china cat sunflower:good lovin':ramble on rose:sugar magnolia:not fade away:goin' down the road feeling bad:not fade away:one more saturday night:
1972,03/05/72,bertha:black throated wind:mr. charlie:sugaree:greatest story ever told:next time you see me:tennessee jed:jack straw:china cat sunflower:i know you rider:mexicali blues:you win again:el paso:casey jones:good lovin':not fade away:goin' down the road feeling bad:not fade away:one more saturday night:
1972,03/23/72,china cat sunflower:i know you rider:black throated wind:chinatown shuffle:brown-eyed women:beat it on down the line:cumberland blues:looks like rain:mr. charlie:tennessee jed:el paso:you win again:jack straw:next time you see me:playin' in the band:comes a time:me and bobby mcgee:casey jones:truckin':ramble on rose:two souls in communion:mexicali blues:dark star:big boss man:not fade away:goin' down the road feeling bad:not fade away:sugar magnolia:
1972,03/25/72,hey bo diddley:i'm a man:jam:take it off:mona:how sweet it is:are you lonely for me:next time you see me:brown-eyed women:smokestack lightning:sitting on top of the world:sugaree:looks like rain:bertha:mr. charlie:playin' in the band:good lovin':turn on your love light:
1972,03/26/72,greatest story ever told:cold rain and snow:chinatown shuffle:black throated wind:you win again:mr. charlie:jack straw:loser:looks like rain:big railroad blues:big boss man:playin' in the band:truckin':drums:the other one:me and my uncle:the other one:wharf rat:not fade away:goin' down the road feeling bad:not fade away:
1972,03/27/72,bertha:black throated wind:chinatown shuffle:brown-eyed women:china cat sunflower:i know you rider:me and bobby mcgee:mr. charlie:looks like rain:deal:it hurts me too:cumberland blues:playin' in the band:greatest story ever told:ramble on rose:big boss man:el paso:good lovin':me and my uncle:two souls in communion:sugar magnolia:loser:casey jones:
1972,03/28/72,playin' in the band:sugaree:two souls in communion:sugar magnolia:the other one:it hurts me too:not fade away:goin' down the road feeling bad:not fade away:sidewalks of new york:one more saturday night:
1972,04/07/72,greatest story ever told:sugaree:chinatown shuffle:china cat sunflower:i know you rider:big boss man:black throated wind:loser:mr. charlie:beat it on down the line:tennessee jed:playin' in the band:casey jones:truckin':drums:the other one:el paso:the other one:wharf rat:ramble on rose:sugar magnolia:not fade away:goin' down the road feeling bad:not fade away:one more saturday night:
1972,04/08/72,bertha:me and my uncle:mr. charlie:deal:black throated wind:next time you see me:cumberland blues:brown-eyed women:beat it on down the line:tennessee jed:playin' in the band:good lovin':looks like rain:casey jones:truckin':big railroad blues:it hurts me too:dark star:sugar magnolia:caution (do not stop on tracks):one more saturday night:
1972,04/11/72,greatest story ever told:deal:mr. charlie:black throated wind:tennessee jed:big boss man:beat it on down the line:sugaree:jack straw:chinatown shuffle:china cat sunflower:i know you rider:playin' in the band:next time you see me:brown-eyed women:looks like rain:big railroad blues:casey jones:good lovin':ramble on rose:truckin':drums:the other one:comes a time:sugar magnolia:brokedown palace:
1972,04/14/72,bertha:me and my uncle:mr. charlie:you win again:black throated wind:chinatown shuffle:loser:me and bobby mcgee:cumberland blues:playin' in the band:tennessee jed:el paso:big boss man:beat it on down the line:casey jones:truckin':it hurts me too:brown-eyed women:looks like rain:dark star:sugar magnolia:good lovin':caution (do not stop on tracks):who do you love:caution (do not stop on tracks):good lovin':ramble on rose:not fade away:goin' down the road feeling bad:not fade away:one more saturday night:
1972,04/16/72,greatest story ever told:sugaree:chinatown shuffle:black throated wind:tennessee jed:mr. charlie:beat it on down the line:china cat sunflower:i know you rider:mexicali blues:loser:next time you see me:playin' in the band:dire wolf:good lovin':cumberland blues:el paso:deal:truckin':jam:the other one jam:me and my uncle:the other one:not fade away:goin' down the road feeling bad:not fade away:
1972,04/17/72,cold rain and snow:me and bobby mcgee:chinatown shuffle:sugaree:black throated wind:mr. charlie:china cat sunflower:i know you rider:jack straw:he's gone:next time you see me:playin' in the band:casey jones:one more saturday night:it hurts me too:ramble on rose:el paso:big railroad blues:truckin':dark star:sugar magnolia:caution (do not stop on tracks):johnny b. goode:one more saturday night:
1972,04/21/72,bertha:playin' in the band:mr. charlie:sugaree:truckin':the other one:one more saturday night:
1972,04/24/72,truckin':tennessee jed:chinatown shuffle:black throated wind:china cat sunflower:i know you rider:mr. charlie:beat it on down the line:loser:playin' in the band:next time you see me:me and bobby mcgee:good lovin':casey jones:he's gone:it hurts me too:el paso:dark star:me and my uncle:wharf rat:sugar magnolia:not fade away:goin' down the road feeling bad:not fade away:one more saturday night:
1972,04/26/72,bertha:me and my uncle:mr. charlie:he's gone:black throated wind:next time you see me:china cat sunflower:i know you rider:jack straw:big railroad blues:playin' in the band:chinatown shuffle:loser:beat it on down the line:you win again:good lovin':dire wolf:casey jones:truckin':drums:the other one:comes a time:sugar magnolia:el paso:tennessee jed:greatest story ever told:two souls in communion:turn on your love light:goin' down the road feeling bad:one more saturday night:
1972,04/29/72,playin' in the band:sugaree:mr. charlie:black throated wind:china cat sunflower:i know you rider:big boss man:jack straw:loser:chinatown shuffle:me and my uncle:big railroad blues:good lovin':casey jones:greatest story ever told:he's gone:next time you see me:dark star:sugar magnolia:caution (do not stop on tracks):who do you love:one more saturday night:uncle john's band:
1972,05/03/72,bertha:me and my uncle:mr. charlie:sugaree:black throated wind:chinatown shuffle:china cat sunflower:i know you rider:beat it on down the line:he's gone:next time you see me:playin' in the band:good lovin':sing me back home:casey jones:greatest story ever told:ramble on rose:it hurts me too:truckin':the other one:drums:the other one:me and bobby mcgee:the other one:wharf rat:jack straw:sugar magnolia:not fade away:goin' down the road feeling bad:not fade away:one more saturday night:
1972,05/04/72,greatest story ever told:deal:mr. charlie:beat it on down the line:brown-eyed women:chinatown shuffle:playin' in the band:you win again:it hurts me too:he's gone:el paso:big railroad blues:two souls in communion:casey jones:good lovin':next time you see me:ramble on rose:jack straw:dark star:drums:dark star:sugar magnolia:sing me back home:mexicali blues:big boss man:uncle john's band:goin' down the road feeling bad:not fade away:one more saturday night:
1972,05/07/72,truckin':sugaree:mr. charlie:deal:beat it on down the line:he's gone:chinatown shuffle:china cat sunflower:i know you rider:black throated wind:next time you see me:playin' in the band:tennessee jed:good lovin':casey jones:greatest story ever told:big boss man:ramble on rose:jack straw:dark star:drums:the other one:sing me back home:sugar magnolia:turn on your love light:goin' down the road feeling bad:not fade away:one more saturday night:
1972,05/10/72,bertha:me and my uncle:mr. charlie:china cat sunflower:i know you rider:black throated wind:next time you see me:loser:jack straw:he's gone:chinatown shuffle:playin' in the band:big railroad blues:big boss man:greatest story ever told:casey jones:truckin':drums:the other one:bobby mcgee:the other one:wharf rat:beat it on down the line:two souls in communion:ramble on rose:sing me back home:sugar magnolia:not fade away:goin' down the road feeling bad:not fade away:
1972,05/11/72,playin' in the band:sugaree:mr. charlie:black throated wind:deal:chinatown shuffle:mexicali blues:china cat sunflower:i know you rider:it hurts me too:beat it on down the line:brown-eyed women:jack straw:big railroad blues:good lovin':casey jones:morning dew:me and my uncle:two souls in communion:el paso:tennessee jed:next time you see me:dark star:drums:dark star:sugar magnolia:caution (do not stop on tracks):who do you love:caution (do not stop on tracks):truckin':uncle john's band:one more saturday night:
